,upc,sku
1,887899398186,259193368
2,722571009106,278762979
3,889349130445,284239063
4,887276124025,293307847
5,34223403751,0
6,641676235626,0
7,886227852291,291846042
8,672213185876,0
9,889349057841,281153225
10,850525006397,291704632
11,887111337160,233078313
12,12300319980,0
13,887758446096,0
14,825633306288,0
15,888863408634,294598209
16,889894330611,287025553
17,887899953132,282264155
18,828063514926,289412780
19,887899686832,269278245
20,884116204398,297509071
21,606121578673,0
22,888863406821,286103940
23,887276095554,276121320
24,888863343775,292342603
25,884116183464,278005316
26,889800850318,287198969
27,190151606555,293610521
28,888863341665,286953639
29,190151606531,293610517
30,887276124032,293307861
31,888793745380,284160076
32,888793816554,281810193
33,888863528134,290558326
34,86323877949,0
35,825633377721,0
36,715407512567,0
37,889955300331,292338362
38,884116216353,0
39,887276039022,270777035
40,696859968891,288752367
41,887899443213,0
42,889349241097,0
43,884116211945,0
44,884116164890,276661920
45,884116168423,292343222
46,887899756016,270277485
47,12303838556,259193368
48,888182906668,265018782
49,880010010929,296849119
50,22265909829,0
51,889894141910,284134415
52,888863220373,0
53,888793178164,268857763
54,889894582270,288779471
55,889894330628,287018263
56,886227636990,0
57,888793435281,281269267
58,889955102065,0
59,889349070185,0
60,889349317082,294678984
61,741271365077,0
62,887899297427,265055112
63,888793640586,270188595
64,886227759651,0
65,727908818666,0
66,889349057858,281153230
67,889233676639,277080973
68,888863376735,0
69,889894347619,287767369
70,889894347626,287767325
71,700443661454,268592944
72,719192599215,283395083
73,889233676622,277731378
74,889894141958,0
75,888863037490,0
76,889233645338,280200574
77,889349317013,0
78,884116205708,294065957
79,889800882951,287000102
80,886227852130,275023497
81,886227595365,0
82,788679078840,0
83,638267987750,0
84,889894365675,0
85,886227904297,272726127
86,725184047374,283842835
87,888793811160,0
88,889894442215,293262489
89,888793711927,270188593
90,886227924875,0
91,889349194133,0
92,886227941315,277228170
93,889349264508,0
94,889349243640,289332542
95,888793756119,295866898
96,887899706240,272879941
97,828063340129,282462040
98,887899789755,275620684
99,889894515087,287770813
100,782335003276,0
101,766653301733,0
102,886227770823,0
103,888793633540,0
104,887758753736,0
105,889296356424,0
106,794192515465,250173439
107,889349006788,285570456
108,889349062166,283433397
109,884116176527,278005302
