,upc
2675,888863629992
2676,888863089185
2677,889899390795
2678,889899381748
2679,889296220916
2680,888793835463
2681,889894548757
2682,889233088883
2683,889800883057
2684,888863097722
2685,888863517091
2686,889233501764
2687,824142126615
2688,889296344278
2689,889349112403
2690,889561177815
2691,884116165842
2692,884116167464
2693,889233543306
2694,889894967145
2695,37332185242
2696,889233131176
2697,889955770134
2698,27242963399
2699,824142122020
2700,887401029560
2701,889349261545
2702,889894492289
2703,888863106820
2704,783956559449
2705,889894527455
2706,889894206886
2707,889661015222
2708,22265930717
2709,888863333097
2710,888793057476
2711,888793659403
2712,889894862990
2713,884116204503
2714,888462845526
2715,888462845489
2716,884116173755
2717,889955256751
2718,886227642397
2719,22265543283
2720,887276143057
2721,884116204879
2722,889349310632
2723,889661131922
2724,887276155883
2725,22265752951
2726,889349192900
2727,886227503780
2728,889894492135
2729,889800322624
2730,885370808841
2731,888182069769
2732,888772868826
2733,885909296552
2734,889894471017
2735,889894946003
2736,889894276407
2737,889349307984
2738,889899490631
2739,888863543519
2740,888793101247
2741,888965668127
2742,617331049136
2743,889296249689
2744,886227966578
2745,889894390646
2746,886227968206
2747,886227618972
2748,886227913428
2749,884116203162
2750,750253249663
2751,888965361868
2752,889561514238
2753,889561330883
2754,889233077771
2755,888793835371
2756,886227758142
2757,887942609795
2758,884116144793
2759,889661025474
2760,889349288344
2761,889561207079
2762,700667788807
2763,889296307457
2764,889349085646
2765,888863529124
2766,887758815595
2767,888863333103
2768,887942600396
2769,888863379774
2770,884116232308
2771,190151587465
2772,616348081672
2773,888965023292
2774,889296249665
2775,888793568101
2776,889561559444
2777,888440172835
2778,889233341513
2779,888182125724
2780,889661070498
2781,889296138969
2782,884116144908
2783,888965588197
2784,884116172932
2785,886227654086
2786,888462845502
2787,889661142393
2788,888772077631
2789,824142116135
2790,888772868802
2791,634753044976
2792,889349162767
2793,886227828623
2794,889296400035
2795,884116173717
2796,888772456290
2797,889894470980
2798,700038688811
2799,884116228820
2800,886389080327
2801,887899734793
2802,641676237385
2803,824142126097
2804,884116165873
2805,889296662211
2806,884116228714
2807,888793350140
2808,888793016428
2809,889955256676
2810,887276124100
2811,885370758061
2812,884116144922
2813,888793808917
2814,889233341483
2815,889899052136
2816,884116208501
2817,884116183860
2818,889894222640
2819,727180701724
2820,811842024990
2821,889233077801
2822,884116106272
2823,888182341216
2824,884116212409
2825,884116204299
2826,889561539828
2827,888228782997
2828,888182266335
2829,888793419632
2830,824142125922
2831,824142126592
2832,889800945168
2833,887899091056
2834,787468122252
2835,887899844386
2836,888793568088
2837,888863425501
2838,889894508621
2839,887899756009
2840,884116165071
2841,888772244934
2842,889561003169
2843,884116121756
2844,889233952481
2845,22265805145
2846,889800615290
2847,22265805343
2848,753218989703
2849,22265691632
2850,885909398577
2851,889894318954
2852,889349200568
2853,884116216469
2854,844750023359
2855,884116166214
2856,889800408564
2857,888793564684
2858,889894807601
2859,888793858202
2860,886227947836
2861,884116164609
2862,889661015031
2863,889349112441
2864,884116165880
2865,690443768676
2866,888793835500
2867,886227181780
2868,885909942763
2869,190151857605
2870,190151777873
2871,885909436705
2872,889661117605
2873,889842078282
2874,889955754967
2875,884116145165
2876,888462341462
2877,884116168348
2878,884116204473
2879,889894967176
2880,885909582785
2881,715407513038
2882,884116212478
2883,889800288050
2884,889894907554
2885,190404380706
2886,884116121190
2887,889296228264
2888,793889062077
2889,884116205920
2890,700038672520
2891,190151975453
2892,889955069634
2893,889894363299
2894,889894536754
2895,889661140375
2896,889296220749
2897,887899990007
2898,889296180869
2899,888793351000
2900,889233625866
2901,889955052148
2902,884116165101
2903,616348081634
2904,889349216361
2905,889894869227
2906,888863180561
2907,884116228752
2908,889894960634
2909,611343097895
2910,190151777354
2911,824142126462
2912,888462348188
2913,884116145448
2914,889894891150
2915,887899322280
2916,190151903838
2917,824142121979
2918,889894215932
2919,884116165507
2920,888793830581
2921,889296200178
2922,888182784389
2923,824142120385
2924,884116204671
2925,889349074657
2926,884116212447
2927,888462018807
2928,889842078756
2929,641022236314
2930,824142021668
2931,889955697608
2932,889349315958
2933,727180702332
2934,889955403247
2935,888863332977
2936,844750023373
2937,889349168134
2938,889894457394
2939,889349309056
2940,888462348478
2941,889296158103
2942,889349309100
2943,888182194287
2944,889894343826
2945,886541943767
2946,889800171147
2947,888793659069
2948,744881677790
2949,888863580798
2950,889800471636
2951,884116164692
2952,884116172970
2953,888182311394
2954,889661064138
2955,886227780761
2956,889561559468
2957,889955256706
2958,889899544594
2959,887276155869
2960,884116212454
2961,888793168684
2962,886227374977
2963,889894543349
2964,889561623909
2965,824142112847
2966,649377803328
2967,889955256683
2968,889894529039
2969,887942041984
2970,886227983438
2971,889955296931
2972,884116169970
2973,884116228844
2974,884116228776
2975,190151669321
2976,888462109789
2977,889296306689
2978,888863620746
2979,888772423124
2980,888793599891
2981,22265504796
2982,190404164719
2983,889349157343
2984,889296141563
2985,887276124094
2986,888228687100
2987,190151300101
2988,889349201930
2989,884116147916
2990,889899504222
2991,700038647566
2992,884116205531
2993,888863120628
2994,814926020192
2995,889894146175
2996,889894364883
2997,611343097352
2998,888863543489
2999,888793058954
3000,888863196203
3001,700038647511
3002,889894869180
3003,888228536552
3004,824142111482
3005,887276089126
3006,889296218388
3007,824142118511
3008,22265810514
3009,889233313756
3010,885909523481
3011,889233661895
3012,824142021651
3013,888965212528
3014,824142128640
3015,824142128633
3016,888182430163
3017,824142122471
3018,884116204275
3019,885170210431
3020,889955248657
3021,884116204282
3022,889561623916
3023,22265805961
3024,884116121060
3025,888863043910
3026,889233748404
3027,888462341677
3028,22265930700
3029,884116167495
3030,22265803264
3031,888863027934
3032,888631082998
3033,889561305553
3034,889661016076
3035,889661082910
3036,844750023366
3037,886227973538
3038,884116172949
3039,889233119587
3040,889349081174
3041,889661009733
3042,824142119327
3043,884116204084
3044,889561957615
3045,888228181738
3046,824142122082
3047,190151599710
3048,636983056811
3049,889894150653
3050,884116186274
3051,190151989337
3052,889349177006
3053,884116154808
3054,884116212515
3055,889955611123
3056,889899480922
3057,889296287285
3058,889894536778
3059,889899544198
3060,190151442818
3061,824142126004
3062,889894527684
3063,889349074152
3064,884116228899
3065,190151670587
3066,889800654206
3067,887899456879
3068,889233047101
3069,787468123990
3070,889661015741
3071,889349312889
3072,617331049174
3073,889894543783
3074,824142122785
3075,744881697095
3076,889349200506
3077,884116135517
3078,22265901748
3079,824142112885
3080,889233281574
3081,889894143860
3082,889800613302
3083,889800649455
3084,889894382771
3085,888793696583
3086,888772821890
3087,889894540782
3088,889894527578
3089,888462866446
3090,889894891167
3091,722868104941
3092,889233077764
3093,824142121801
3094,888863563166
3095,888863333080
3096,889561835715
3097,814926020185
3098,889349291351
3099,889955256300
3100,889842040852
3101,889296652809
3102,190404109765
3103,884116135562
3104,888772822286
3105,886227649327
3106,884116212201
3107,889955248626
3108,889894206909
3109,888793765692
3110,889349197677
3111,888863596201
3112,190151599307
3113,887263862800
3114,889233463222
3115,889800998003
3116,889561538661
3117,844750023380
3118,889894927170
3119,885909942312
3120,787468109963
3121,889955580306
3122,884116228769
3123,884116216063
3124,888462324229
3125,888462342315
3126,888965682000
3127,889894569677
3128,888182103340
3129,889349191149
3130,96633227525
3131,96633227518
3132,886227798957
3133,884116183877
3134,884116154785
3135,889661056058
3136,886227864010
3137,884116164678
3138,889296534631
3139,811254027312
3140,22265976081
3141,887899447044
3142,884116212508
3143,889233313947
3144,824142021330
3145,813567021315
3146,889955417831
3147,884116161103
3148,889955256393
3149,22265805244
3150,190151595453
3151,889296069898
3152,889296138976
3153,884116212270
3154,884116228837
3155,611343098793
3156,889899537220
3157,888793017784
3158,888793588697
3159,889296075387
3160,888228896212
3161,884116173724
3162,616348060240
3163,889894316059
3164,889894863072
3165,889894863164
3166,888863543526
3167,889894960689
3168,885909296545
3169,888228127941
3170,889894149435
3171,887276139623
3172,885909924691
3173,814930021420
3174,889296200215
3175,884116204954
3176,888863106837
3177,889233167267
3178,889233065754
3179,889296870050
3180,190151670259
3181,824142121290
3182,884116169246
3183,793889059787
3184,814930022038
3185,889894863034
3186,888462181686
3187,889296877530
3188,889894869524
3189,190151587977
3190,889894385062
3191,824142120545
3192,27242962354
3193,888793746936
3194,824142027592
3195,19962645358
3196,824142121993
3197,888863332991
3198,889296430810
3199,884116204374
3200,190151240131
3201,889349315651
3202,888863332960
3203,889296853756
3204,190151777910
3205,885170170308
3206,884116186267
3207,889661133735
3208,889894967213
3209,887263609818
3210,884116228851
3211,888863391226
3212,889233314067
3213,824142125991
3214,742230382562
3215,889894907646
3216,998244706232
3217,888462348621
3218,889296731832
3219,889349172940
3220,884116228790
3221,889894869203
3222,885909918188
3223,889894928375
3224,888462845496
3225,889894907578
3226,885170210974
3227,888462687706
3228,888863078257
3229,888462845533
3230,885909851553
3231,888462845519
3232,888228536170
3233,888462687645
3234,885909582860
3235,889899551073
3236,824142122792
3237,889233119563
3238,889661015048
3239,190151903845
3240,623506040129
3241,884116130291
3242,200002717313
3243,889894316097
3244,884116169277
3245,683405610496
3246,884116173731
3247,889899064788
3248,889296200239
3249,190151975736
3250,889894942319
3251,889233133774
3252,824142124826
3253,190151588929
3254,889955802309
3255,888863391028
3256,886227970612
3257,888863010769
3258,889661082927
3259,889349192955
3260,844750021188
3261,844750021195
3262,889561110874
3263,796435812409
3264,886227947812
3265,884116165118
3266,889296233503
3267,889661015208
3268,889561580011
3269,889894251381
3270,889296815679
3271,889349112410
3272,889899480779
3273,884116205449
3274,888462687676
3275,889955248664
3276,190151081857
3277,636983056828
3278,889561085561
3279,889296180807
3280,889349019412
3281,887774480852
3282,889661064633
3283,719192200074
3284,889894863058
3285,889894211347
3286,884116212485
3287,884116228738
3288,811842033855
3289,888631979786
3290,888965667724
3291,889894146137
3292,884116169208
3293,888228911472
3294,634746193193
3295,884116212287
3296,887276965956
3297,884116167938
3298,824142118665
3299,22265940228
3300,190151426979
3301,889561889763
3302,190151670372
3303,190151988941
3304,889899048535
3305,813567021759
3306,889296257813
3307,889661030966
3308,888793094068
3309,190151588561
3310,888462181419
3311,888462323956
3312,886227870332
3313,885909918164
3314,889842015294
3315,824142121818
3316,655257536606
3317,811842033879
3318,888631850412
3319,27242843479
3320,22265651360
3321,885170210585
3322,884116206002
3323,685450870306
3324,27242963665
3325,885170195912
3326,888462108591
3327,889349199923
3328,888462348911
3329,96633225873
3330,96633227532
3331,889349206096
3332,889296531104
3333,884116211594
3334,885909941865
3335,889349201862
3336,884116145479
3337,190151840744
3338,889349287521
3339,190151442801
3340,889894869876
3341,700038669063
3342,889800654695
3343,888793420010
3344,889349188651
3345,885909937110
3346,755296151058
3347,889661133766
3348,889233099049
3349,824142112465
3350,889661009788
3351,889233170427
3352,888793817728
3353,889233314142
3354,889899040249
3355,889955143297
3356,824142120651
3357,889894216052
3358,884116205715
3359,889296870067
3360,190404123280
3361,889894220462
3362,889296307426
3363,889349180501
3364,889894327598
3365,889296234968
3366,22265801352
3367,885909943210
3368,889894872296
3369,889894327604
3370,814926020178
3371,889233128404
3372,889899264812
3373,888772724665
3374,889955755322
3375,889296287544
3376,888863386918
3377,884116144809
3378,889899544600
3379,884116232315
3380,889661133742
3381,889233133446
3382,811842025003
3383,190404122986
3384,755296150051
3385,889800479472
3386,16102349428
3387,884116212294
3388,889296235170
3389,884116164982
3390,888793822449
3391,888182266342
3392,887899990021
3393,889894777331
3394,885170204782
3395,888793229514
3396,884116166276
3397,889296180944
3398,889842068030
3399,889661133780
3400,884116147886
3401,885909851546
3402,884116183235
3403,811254027329
3404,889842015034
3405,22265927908
3406,884116169222
3407,811842031509
3408,700667784489
3409,190404027007
3410,611343099899
3411,190151210394
3412,886227763474
3413,889894869388
3414,886227678327
3415,814926020161
3416,888793817834
3417,885909630899
3418,885170225800
3419,889894907684
3420,888228536255
3421,888793557181
3422,884116229537
3423,889899390870
3424,813567022282
3425,889349393987
3426,889800522338
3427,889233113516
3428,884116165361
3429,889233098981
3430,886227991013
3431,889955090836
3432,887276088808
3433,811842033886
3434,844750021201
3435,844750021218
3436,888863333004
3437,884116165637
3438,824142128893
3439,885170228627
3440,886227777211
3441,793889065535
3442,889894869593
3443,190151850354
3444,811842031486
3445,886227850099
3446,889894316035
3447,889894149657
3448,889561312483
3449,889894907660
3450,727180703766
3451,889296257752
3452,811842025010
3453,888182289051
3454,888965665591
3455,889233302941
3456,889233304044
3457,884116228912
3458,889894967220
3459,889296180982
3460,889899048542
3461,611343097390
3462,889296723646
3463,887899990038
3464,888863657629
3465,889233108703
3466,889233543320
3467,889233098998
3468,889800473647
3469,888772782375
3470,888793817858
3471,889894323071
3472,885909937424
3473,824142113318
3474,811842025027
3475,884116105718
3476,813567022251
3477,886227948086
3478,814926020024
3479,889661082934
3480,889349232521
3481,889349156506
3482,822088070511
3483,96633380732
3484,889894339010
3485,888965588241
