UPC,amazon_UPC,amazon_image,amazon_link,amazon_price,amazon_sales_rank
190151670259,190151670259,http://ecx.images-amazon.com/images/I/51HYMcoeDuL.jpg,http://www.amazon.com/Lenovo-ThinkPad-20FH001RUS-15-6-inch-i5-6300U/dp/B01AS8QO3U%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01AS8QO3U,1278.46,19332
190151588561,190151588561,http://ecx.images-amazon.com/images/I/41yGsMFJT2L.jpg,http://www.amazon.com/Lenovo-ThinkPad-20F9003CUS-Ultrabook-i7-6600U/dp/B01CU4E0KY%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01CU4E0KY,1469.51,5845
190404164719,190404164719,http://ecx.images-amazon.com/images/I/41jceUryeSL.jpg,http://www.amazon.com/Lenovo-ThinkPad-20F9004FUS-Ultrabook-i5-6200U/dp/B01D32CRAM%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01D32CRAM,1113.99,16770
884116204497,884116204497,http://ecx.images-amazon.com/images/I/31hW3AlsHhL.jpg,http://www.amazon.com/15-6-I5-6300hq-8GB-256gb/dp/B015RYT12Q%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015RYT12Q,1399.99,56530
889894705181,889894705181,http://ecx.images-amazon.com/images/I/51pUo2BQB9L.jpg,http://www.amazon.com/HP-Workstation-Ultrabook-T6E14UT-ABA/dp/B019LA2DBI%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB019LA2DBI,1740.0,74664
884116203964,884116203964,http://ecx.images-amazon.com/images/I/41aQUkT%2BzuL.jpg,http://www.amazon.com/Alienware-AW13R2-10011SLV-Touchscreen-Generation-GeForce/dp/B015PZ0CSE%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015PZ0CSE,1299.99,3121
884116169246,884116169246,http://ecx.images-amazon.com/images/I/41HGFcia55L.jpg,http://www.amazon.com/Alienware-AW15R2-1546SLV-Laptop-Generation-GeForce/dp/B015P3SNN2%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015P3SNN2,1030.88,1430
884116203841,884116203841,http://ecx.images-amazon.com/images/I/41sc%2BI4c76L.jpg,http://www.amazon.com/Alienware-AW15R2-8469SLV-15-6-Inch-Generation-Microsoft/dp/B015PYZWC6%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015PYZWC6,1910.0,7601
884116203223,884116203223,http://ecx.images-amazon.com/images/I/41tx3kurLEL.jpg,http://www.amazon.com/Alienware-AW17R3-4175SLV-17-3-Inch-Generation-GeForce/dp/B015P3SJD6%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015P3SJD6,1499.9,2282
889349174487,889349174487,http://ecx.images-amazon.com/images/I/41jGw7EChoL.jpg,http://www.amazon.com/G752VY-DH72-17-Inch-Gaming-Laptop-GeForce/dp/B01578ZM6Q%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01578ZM6Q,2299.99,1031
886227870325,886227870325,,http://www.amazon.com/G751JY-DH72X-i7-4860HQ-Blu-Ray-Windows-Computer/dp/B0185HHZ48%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0185HHZ48,4331.53,
824142121795,824142121795,http://ecx.images-amazon.com/images/I/41hoksT8JEL.jpg,http://www.amazon.com/MSI-GT72S-Dominator-Pro-G-220/dp/B0150PM03E%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0150PM03E,2399.0,3860
824142124741,824142124741,http://ecx.images-amazon.com/images/I/41-nS7bwzpL.jpg,http://www.amazon.com/MSI-GT80S-Titan-SLI-072-THUNDERBOLT/dp/B01974IDWQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01974IDWQ,4290.19,10947
813567020325,813567020325,http://ecx.images-amazon.com/images/I/41sx1h6IavL.jpg,http://www.amazon.com/X3Plusv3-CF1-GTX970M-Haswell-i7-4710HQ-Computer/dp/B00S9AIDRU%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00S9AIDRU,3896.06,165338
889955818065,889955818065,http://ecx.images-amazon.com/images/I/41ba-i2QxTL.jpg,http://www.amazon.com/Lenovo-Ideapad-Y700-Laptop-i7-6700HQ/dp/B016YFRGQ0%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB016YFRGQ0,-1,17562
811254029262,811254029262,http://ecx.images-amazon.com/images/I/410YPQFdUfL.jpg,http://www.amazon.com/Razer-Blade-Gaming-Laptop-Generation/dp/B01DHS3120%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DHS3120,1999.99,3209
811254029385,811254029385,http://ecx.images-amazon.com/images/I/418GyGmAW%2BL.jpg,http://www.amazon.com/Razer-Blade-Gaming-Laptop-Generation/dp/B01DHS310W%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DHS310W,2199.99,4183
190576356530,190576356530,http://ecx.images-amazon.com/images/I/41UKUqcRjNL.jpg,http://www.amazon.com/Lenovo-900-13ISK2-x2033-Ultrabook-i7-6560U/dp/B01H4DXT8U%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01H4DXT8U,1300.0,7900
884116216957,884116216957,http://ecx.images-amazon.com/images/I/51aRt92-OrL.jpg,http://www.amazon.com/Dell-TouchScreen-Performance-Generation-PDC-4405U/dp/B01GQWM5JO%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01GQWM5JO,1232.99,16545
884116216940,884116216940,http://ecx.images-amazon.com/images/I/41-7O6%2BNduL.jpg,http://www.amazon.com/Dell-Inspiron-13-7000-I7368/dp/B01HAQHR16%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01HAQHR16,958.99,
190151426979,190151426979,http://ecx.images-amazon.com/images/I/41MqbGFNlBL.jpg,http://www.amazon.com/Lenovo-ThinkPad-20GQ000BUS-Tablet-plane/dp/B01AS8QSXQ%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01AS8QSXQ,1450.75,
889842014389,,http://ecx.images-amazon.com/images/I/41i6zHtfdXL.jpg,http://www.amazon.com/Microsoft-Surface-Intel-Kensington-Rugged/dp/B01FVQ5Z5M%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01FVQ5Z5M,-1,
889842019308,,http://ecx.images-amazon.com/images/I/41Eb6ig3ARL.jpg,http://www.amazon.com/Microsoft-Surface-Privacy-Screen-Bundle/dp/B01GQWD85O%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01GQWD85O,1725.55,
814855020423,814855020423,http://ecx.images-amazon.com/images/I/313xEiuSgRL.jpg,http://www.amazon.com/Razer-Stealth-Touchscreen-Ultrabook-Generation/dp/B01CA15CDG%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01CA15CDG,1399.99,4640
884116204343,884116204343,http://ecx.images-amazon.com/images/I/41AqzNYo1HL.jpg,http://www.amazon.com/Dell-Touchscreen-Notebook-Computer-i7-6700HQ/dp/B015QKVCIM%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB015QKVCIM,2090.67,48125
888462687652,888462687652,http://ecx.images-amazon.com/images/I/51M8izn7chL.jpg,http://www.amazon.com/Apple-MacBook-MLH82LL-12-Inch-Display/dp/B01EIUDHGG%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EIUDHGG,1529.0,2833
888462687713,636983057177,http://ecx.images-amazon.com/images/I/51MYSMT-GwL.jpg,http://www.amazon.com/Apple-MacBook-MLHF2LL-12-Inch-Display/dp/B01EIUGCN6%3Fpsc%3D1%26SubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01EIUGCN6,1569.0,2996
889842015515,,http://ecx.images-amazon.com/images/I/41Ixn3VI3lL.jpg,http://www.amazon.com/Microsoft-Surface-GeForce-graphics-Amazon-com/dp/B01CGVNJZS%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01CGVNJZS,-1,12628
190151253100,190151253100,http://ecx.images-amazon.com/images/I/41sb4rNJZbL.jpg,http://www.amazon.com/Lenovo-ThinkPad-20FQ001VUS-Laptop-Black/dp/B018L4E5UC%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB018L4E5UC,1463.0,3802
190151852204,190151852204,http://ecx.images-amazon.com/images/I/41kHNcZsQGL.jpg,http://www.amazon.com/Lenovo-ThinkPad-20FB002LUS-Ultrabook-i7-6600U/dp/B01DHTXME6%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01DHTXME6,1830.79,1022
884116212218,884116212218,http://ecx.images-amazon.com/images/I/41EDBqKUPpL.jpg,http://www.amazon.com/Dell-Latitude-7000-E7470-Ultrabook/dp/B01BF8DN4A%3FSubscriptionId%3DAKIAJZXUIQUQZ34J3E5Q%26tag%3Ddjaroo10-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01BF8DN4A,850.0,34343
