'Type',32GB eMMC   2048MB DDR3 SDRAM,64-bit,Accessories Included,Accessories Included: Electronics Product,Age,Aspect Ratio,Audio,Audio-out Ports (#),Average Battery Life (in hours),Backlight Technology,Backlit Keyboard,Band Color,Band Material,Bandwidth,Batteries,Batteries:,Battery,Battery Charge Life,Battery Chemistry,Battery Life,Battery Type,Bluetooth,Bluetooth Compatible,Bluetooth Standard,Brand,Brand Name,Built-In Microphone,Built-In Webcam,Bundled Items,Bundled items,Bus Speed,C.O.A.,CD/DVD Drive,CD/DVD/Optical Drive,CPU,Cache,Camera,Capacity,Capacity:,Capacité de stockage,Carrier,Case Color,Case Material,Color,Colour,Compatible CPU Brand,Compatible brand,Compatible model,Compatible product line,Computer Memory Type,Connectivity,Connectivity Technology,Contract,Country of Manufacture,Country of Origin,Country//Region of Manufacture,Country/Region of Manufacture,DVD Drive,DVD+RW,DVD/CD Drive,DVI,Dell Warranty Expiration,Depth,Description1,Device Supported,Dimensions (WxDxH),Display,Display Resolution,Display Screen Technology,Display Screen Type,Display Size,Display Technology,Display Type,Display resolution,DisplayPort,Drive,Drive Type,Dye Sub Type,EAN,Ethernet Technology,Evecase 13.3-Inch Ultra-Slim,Face Color,Factory Warranty,Family Line,Feature,Features,Features: Audio Product,Features: Electronic Display,Finger Print Reader,Fingerprint Reader,Flash Memory,Flash Memory Capacity,Flash Memory Size,Focus Modes,Form Factor,Form Factor Type,Frequency,Frequency Band(s),Front Camera/Webcam,Gender,Gr,Graphic Card,Graphic processing type,Graphics Card,Graphics Controller,Graphics Controller Manufacturer,Graphics Controller Model,Graphics Coprocessor,Graphics Memory Accessibility,Graphics Memory Capacity,Graphics Memory Technology,Graphics Processing Type,HDMI,HDTV,Hard Drive,Hard Drive Capacity,Hard Drive Interface,Hard Drive Rotational Speed,Hard Drive Size,Hard Drive__Capacity,Hardware Connectivity,Hardware Platform,Height,Host Interface,Hybrid Hard Drive Capacity,ISBN,Image Sensor,Included / Unit Damage,Includes,Input Type,Input Voltage,Input//Output Ports,Intel Processor Generation,Interchange Part Number,Internet Connectivity,Item,Item Dimensions,Item Dimensions L x W x H,Item Type: Electronics,Item Weight,Keyboard,Keyboard Layout,Keyboard Localization,LCD Display (In.),LCD Resolution,Laptop Packaging,MOUSE PAD PURCHASED FROM,MPN,MSRP,Manufacture Warranty,Manufacturer,Manufacturer Part Number,Manufacturer SKU,Manufacturer Warranty,Manufacturer warranty,Manufacturer's Warranty,Marque,Maximum Battery Run Time,Maximum Memory,Maximum Resolution,Media,Memory,Memory (RAM),Memory (RAM) Max,Memory (RAM) Type,Memory Capacity,Memory Card,Memory Card Supported,Memory Size,Memory Speed,Memory Technology,Memory Type,Memory Upgrade,Microphone Jack,Mode,Model,Model Number,Movement,Mémoire RAM,Network (RJ-45),Number of Cells,Number of Memory Slots,Number of Total Memory Slots,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Numerical Keypad,OS,Ohters,Operating,Operating System,Operating System Architecture,Operating System Edition,Operating System Platform,Optical Drive,Optical Drive Type,Optical Media Supported,Optical Storage,Other Part Number,Output Type,PN,PURCHASED AT FRY'S ELECTRONICS,Package Quantity,Packs,Part Brand,Pattern Name,Platform,Pointing Device,Pointing Device Type,Port,Ports,Ports:,Power Source,Primary Drive,Primary Drive or Optical Drive,Printer Compatibility,Processor,Processor Brand,Processor Cache Memory,Processor Configuration,Processor Core,Processor Core Type,Processor Cores,Processor Count,Processor Manufacturer,Processor Model,Processor Speed,Processor Speed (GHz),Processor Speed (per Core),Processor Threads,Processor TurboBoost Speed (GHz),Processor Type,Product Depth,Product Dimensions,Product Family,Product Height,Product Line,Product Model,Product Name,Product Series,Product Type,Product Weight,Product Width,Quantity,RAM,RAM (memory),RAM Memory,Random Access Memory (RAM),Release Year,Removable Media Compatibility,Removable Media Slot,Resolution,SKU,SSD (Solid State Flash Drive),Screen,Screen Resolution,Screen Size,Screen Type,Screen resolution,Screen type,ScreenSize,Seller Warranty,Seller Warranty Coverage,Serial #,Series,Shipping Weight,Size,Size Type,Software Included,Solid State Drive Capacity,Sound,Special Features,Standard Memory,Storage,Storage Capacity,Style,Support standard,System Memory,System Memory (RAM),System Ram,Système d'exploitation,Taille de l'écran,Targeted Audience,Title,Total Number of USB Ports,Touch Screen,TouchScreen,Touchscreen,Type,Type de processeur,UPC,URL,USB 3.0,USB Interface,USB Ports,Unit Quantity,Unit Type,VGA,Video,Video Memory,Video Port,Video Ports,Visual Playback File Format,Vitesse du processeur,WIRELESS MOUSE PURCHASED FROM,Warranty,Warranty - Labor,Warranty - Parts,Warranty Description,Web Cam,Webcam,Weight,Weight (Approximate),Weight (lbs.),Wi-Fi,Width,Wireless,Wireless Connectivity,Wireless LAN,Wireless LAN Standard,Wireless Mouse included,Wireless Network,Wireless Networking,Wireless Standard,Wireless Technology,Wireless Type,Year,brand new,dealEndTime,eSATA,image,item,itemId,model number,mpn,new,price,quick shipping,sellerFeedback,sleeve included,title
,,,,,,,,,,,,,,,,,,,,,,Yes,,,Acer,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer Computers & Hardware,,,,,,,,,,,,,,,,,,E557130F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58774168,,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,Computers & Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88E+11,http://www.ebay.com/itm/Acer-Aspire-E5-571-30F1-15-6-LED-Notebook-/231888250477,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,2016-05-23T04:18:54.000Z,,"['http://i.ebayimg.com/00/s/MTAwMFgxMDAw/z/AEEAAOSwwpdW82qy/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/51gAAOSwI3RW82qy/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/a7MAAOSw9uFW82qx/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/QqYAAOSwxcRW82qx/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTAwMFgxNTAw/z/h-YAAOSwZtJW82qy/$_1.JPG?set_id=880000500F']",,2.32E+11,,,,424.02,,98.3,,"Acer - Aspire E5-571-30F1 15.6"" LED Notebook"
,,,,,,,,,,,,,,,,,,,,,,,,,Asus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel HD,,,,500GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F555LA-AB31,,,,,,,,,,,,,,,,,,,,,,,,,,,,F555LA-AB31,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1 GHz,,,,,2.1 GHz Core i3-5010U,,,,,ASUS,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook/Laptop,,NA,http://www.ebay.com/itm/ASUS-F555LA-AB31-15-6-inch-Full-HD-Laptop-Core-i3-4GB-RAM-500GB-HDD-w-Win-10-/231924617400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-25T23:05:47.000Z,,"['http://i.ebayimg.com/00/s/MTA5NlgxNTAw/z/sEAAAOSwiYFXHUqg/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTQzNVgxNTAw/z/r~gAAOSwiYFXHUqc/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NDAxWDE1MDA=/z/UlMAAOSwtPZXHUqX/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTE4MlgxNTAw/z/mwYAAOSw4T5XHUqj/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTQ2OVgxNTAw/z/UrYAAOSw~oFXHUqn/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTAxMFgxNTAw/z/hfIAAOSw1DtXHUqq/$_1.JPG?set_id=880000500F']",,2.32E+11,,,,424.99,,100,,"ASUS F555LA-AB31 15.6-inch Full-HD Laptop (Core i3, 4GB RAM, 500GB HDD) w/Win 10"
,,,,,,,,,,,,,,,,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-DH51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,http://www.ebay.com/itm/ASUS-TAICHI-21-DH51-11-6-128-GB-INTEL-CORE-i5-3rd-GEN-1-7-GHz-4-GB-/141943937223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-28T20:19:17.000Z,,"['http://i.ebayimg.com/00/s/MTE4OFgxMTQ2/z/96MAAOSwZ8ZW-uL8/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/b74AAOSwZtJW-uLa/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/amYAAOSwxcRW-uLe/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9FoAAOSwZ8ZW-uLh/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qd0AAOSwxp9W-uLk/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/9ToAAOSwZ8ZW-uLo/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/4E0AAOSwzvlW-uLt/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTA1N1gxMzQz/z/4LUAAOSwzvlW-uLw/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTE3NVgxMjAw/z/WhYAAOSwJQdW-uMA/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTE4NFg3NTI=/z/ZLEAAOSwBnVW-uMC/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTE0NVg5MTk=/z/-KwAAOSwZ8ZW-uMF/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/OTYwWDE1ODQ=/z/tzsAAOSwQjNW-uMI/$_57.JPG?set_id=880000500F']",,1.42E+11,,,,424.99,,99.5,,"ASUS TAICHI 21-DH51 11.6"" (128 GB, INTEL CORE i5 3rd GEN., 1.7 GHz, 4 GB)"
,,,,,,,,,,,,,,,,,,,,,,,,,Toshiba,,,,,,,,,,,,,,,,,,,Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated/On-Board Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSKNJU-004001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satellite L75D-A7283,,,,,,,,,,,,,,Windows 8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satellite,,,,,,,,,,,,,,,,,,,,"17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,,http://www.ebay.com/itm/Toshiba-Satellite-L75D-A7283-17-750-GB-AMD-A-Series-1-5-GHz-6-GB-/262253982960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T14:26:18.000Z,,"['http://i.ebayimg.com/00/s/ODc2WDEyMzM=/z/x4sAAOSwFqJWojsC/$_12.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NjAwWDYwMA==/z/uuUAAOSwqrtWotKc/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NDQ2WDE0NzU=/z/WKEAAOSw5dNWoju5/$_12.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTQ0MFg2ODE=/z/SQYAAOSwqYBWojs2/$_12.JPG?set_id=880000500F']",,2.62E+11,,,,425.99,,100,,"Toshiba Satellite L75D-A7283 17"" (750 GB, AMD A-Series, 1.5 GHz, 6 GB)..."
,,,,,,,,,,,,,,,,,,,,,,,,,Acer,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,China,,,,,,,,,,,,,,"15.6""",,LED Touch Screen,,,,Hard Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel Graphics HD 5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadwell 14nm (5th Gen),,,,,,,,,,,,,,,NX.MVXAA.010,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10 Home,,,,NA,,,,,,,,,,,,,,,,,,,,,,Intel Core i5,,,,,,,,Intel,,2.2GHz,,,,,,,,,,,,,,,,,,,,8GB,,,,,1366x768,,,,,,,,,,,,,,,,,,,,,,,1TB,,,,,,,,,,,,,,,,8.89E+11,http://www.ebay.com/itm/Acer-Aspire-15-6-Touchscreen-Laptop-i5-5200U-2-2GHz-8GB-Ram-1TB-HDD-Win-/391434759311,,,,,,,,,,,,,,,,,,,,5.3 lbs,,,,,,,,,,,,,,,,,2016-05-17T15:00:32.000Z,,"['http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/9esAAOSwwpdW-7JY/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/86sAAOSwJQdW-7JZ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/dowAAOSwGYVW-7Ja/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/7ssAAOSwQjNW-7Ja/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/LqsAAOSwxp9W-7JX/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/di4AAOSwGYVW-7JX/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/dkgAAOSwGYVW-7JY/$_1.JPG?set_id=8800005007']",,3.91E+11,,,,427.92,,99.5,,"Acer Aspire 15.6"" Touchscreen Laptop, i5-5200U    2.2GHz, 8GB Ram, 1TB HDD, Win"
,,,,,,,,,,,,,,,,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T200TA-DB11T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86E+11,http://www.ebay.com/itm/ASUS-Transformer-Book-11-6-Inch-Touch-Screen-32GB-Dark-Blue-T200TA-DB11T-CA-/301714467414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-12T03:40:27.000Z,,"['http://i.ebayimg.com/00/s/MzQwWDUwMA==/z/IUoAAOSwXshWtaWV/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzUxWDUwMA==/z/XykAAOSw5dNWtaWV/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzQ2WDUwMA==/z/n5oAAOSwpzdWtaWW/$_1.JPG?set_id=8800005007']",,3.02E+11,,,,428.24,,97.8,,"ASUS Transformer Book with 11.6-Inch Touch Screen,32GB Dark Blue T200TA-DB11T-CA"
,,,,,,,,,,,,,,,,,,,,,,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel HD Graphics 5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0D84UA#ABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-ac151dx,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20GHz,,,,,Intel Core i5 5th Generation 5200U,,,,,,,,,,,,,,,,,,,,,,,,,"15.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,8.90E+11,http://www.ebay.com/itm/HP-15-ac151dx-15-6-Laptop-Intel-Core-i5-4GB-Memory-1TB-Hard-Drive-/141974449724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T02:50:09.000Z,,"['http://i.ebayimg.com/00/s/NTAwWDc1Mw==/z/uuYAAOSwJb9WsqpN/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTAwWDc5Ng==/z/H-QAAOSwL7VWsqqs/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTAwWDgwMA==/z/xWMAAOSwXshWsqr1/$_1.JPG?set_id=880000500F']",,1.42E+11,,,,428.98,,100,,"HP 15-ac151dx - 15.6"" Laptop - Intel Core i5 - 4GB Memory - 1TB Hard Drive"
,,,,,,,,,,,,,,,,,,,,,,,,,Dell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel Graphics 4400,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I3148-6840SLV,,,,,,,,,,,,,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,Win 8.1 Free upgrade to Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.7 GHz, 3MB cash, 64 bit",,,,,Intel Core i3 4th Gen.,,,,,Inspiron,,,,,,,,,4 GB DDR3L 1600 MHz,,,,,,,,,,,"11""",,,HD Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablet/Laptop Convertible,,,http://www.ebay.com/itm/Dell-Inspiron-11-2-in-1-Notebook-Intel-i3-4GB-500-GB-w1-year-McAfee-Live-Safe-/291728427016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-03T19:49:16.000Z,,"['http://i.ebayimg.com/00/s/NDgxWDc2MQ==/z/--UAAOSwgApXAWxa/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NDM3WDY1NQ==/z/7iwAAOSwQgpXAWxW/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MzgxWDcyMA==/z/TzQAAOSw6wRXAWxX/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NDU4WDgwOQ==/z/cIIAAOSwJQdXAWxY/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTM1WDc3OA==/z/r6UAAOSwZ8ZXAWxb/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTA4WDg0Mg==/z/9JIAAOSwsN9XAWxc/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NzY0WDExMjA=/z/EFsAAOSwEK9XAWxd/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/Nzg0WDk1MQ==/z/7-QAAOSwQgpXAWxe/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTgwWDgyNQ==/z/8CsAAOSwQgpXAWxg/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTY5WDc5MQ==/z/z~wAAOSwud1XAWxi/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTIwWDc0Mw==/z/XloAAOSwGOxXAWxj/$_1.JPG?set_id=880000500F']",,2.92E+11,,,,429,,94.4,,"Dell Inspiron 11 2-in-1 Notebook, Intel i3,4GB, 500 GB  w1 year McAfee Live Safe"
,,,,,,,,,,,,,,,,,,,,,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated/On-Board Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F5-571T-569T,,,,,,,,,,,,,,,,,,,,,,,,,,,,F15,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70GHz (Turbo),,,,,Intel Core i5 4th Gen.,,,,,Aspire,,,,,,,,,,,,,,,,,,,,"15.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,8.89E+11,http://www.ebay.com/itm/Acer-Aspire-F15-15-6-TOUCHSCREEN-Intel-i5-1TB-8GB-DVD-RW-Wireless-AC-Backlit-/321976913558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-14T07:19:11.000Z,,"['http://i.ebayimg.com/00/s/MTA5NVgxMTAx/z/Oa4AAOSwa-dWmJmZ/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/ODE5WDE0MDA=/z/jDoAAOSwFqJWmJmc/$_1.JPG?set_id=880000500F']",,3.22E+11,,,,429.99,,99.5,,"Acer Aspire F15 15.6"" TOUCHSCREEN Intel i5 1TB 8GB DVD-RW Wireless AC Backlit"
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59427099,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,G50,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70 GHz,,,,,Intel Core i5 4th Gen.,,,,,IdeaPad,,,,,,,,,,,,2014,,,,,,,,"15.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,Does not apply,http://www.ebay.com/itm/LENOVO-IDEAPAD-G50-70-15-6-LAPTOP-WARRANTY-WIN-10-59427103-i5-4210U-8GB-1TB-/221951873428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-24T19:00:31.000Z,,"['http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/k1YAAOSwwE5WV1Ue/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/A5kAAOSwbdpWV1Ui/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/4j0AAOSwf-VWV1Ul/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/8Q0AAOSw7FRWV1Ur/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/l~YAAOSwwE5WV1U7/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/mHoAAOSwwE5WV1U-/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1B4AAOSwv-NWV1VC/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/9U8AAOSw7FRWV1VG/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/v5AAAOSwgyxWV1VK/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/muYAAOSwwE5WV1VO/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/RsIAAOSw8-tWV1VR/$_1.JPG?set_id=880000500F']",,2.22E+11,,,,429.99,,99.4,,LENOVO IDEAPAD G50-70 15.6'' LAPTOP WARRANTY WIN 10 (59427103) i5-4210U 8GB 1TB
,,,,,,,,,,,,,,,,,,,,,,,,,Dell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i7568-5343BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ebay.com/itm/NEW-DELL-INSPIRON-15-7568-15-6-1080P-2-IN-1-INTEL-CORE-i3-6100U-TOUCHSCREEN-/222097190514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-24T22:59:42.000Z,,"['http://i.ebayimg.com/00/s/NTA5WDgwMA==/z/Aa8AAOSw4T5XHU-0/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTAwWDgwMA==/z/RJoAAOSwU0RXHU9s/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/rekAAOSw~oFXHU9w/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/GO8AAOSwiYFXHU9z/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NTMwWDgwMA==/z/j40AAOSwVllXHU91/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/NDczWDgwMA==/z/j6UAAOSwVllXHU92/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/ODAwWDc5NA==/z/ypkAAOSwKfVXHU94/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MzIzWDgwMA==/z/yroAAOSwKfVXHU95/$_1.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/ODJYODAw/z/i-gAAOSwampXHU90/$_1.JPG?set_id=880000500F']",,2.22E+11,,,,429.99,,100,,"*NEW* DELL INSPIRON 15 7568 15.6"" 1080P 2-IN-1 INTEL CORE i3-6100U TOUCHSCREEN"
