'Type',32GB eMMC   2048MB DDR3 SDRAM,64-bit,Accessories Included,Accessories Included: Electronics Product,Age,Aspect Ratio,Audio,Audio-out Ports (#),Average Battery Life (in hours),Backlight Technology,Backlit Keyboard,Band Color,Band Material,Bandwidth,Batteries,Batteries:,Battery,Battery Charge Life,Battery Chemistry,Battery Life,Battery Type,Bluetooth,Bluetooth Compatible,Bluetooth Standard,Brand,Brand Name,Built-In Microphone,Built-In Webcam,Bundled Items,Bundled items,Bus Speed,C.O.A.,CD/DVD Drive,CD/DVD/Optical Drive,CPU,Cache,Camera,Capacity,Capacity:,Capacité de stockage,Carrier,Case Color,Case Material,Color,Colour,Compatible CPU Brand,Compatible brand,Compatible model,Compatible product line,Computer Memory Type,Connectivity,Connectivity Technology,Contract,Country of Manufacture,Country of Origin,Country//Region of Manufacture,Country/Region of Manufacture,DVD Drive,DVD+RW,DVD/CD Drive,DVI,Dell Warranty Expiration,Depth,Description1,Device Supported,Dimensions (WxDxH),Display,Display Resolution,Display Screen Technology,Display Screen Type,Display Size,Display Technology,Display Type,Display resolution,DisplayPort,Drive,Drive Type,Dye Sub Type,EAN,Ethernet Technology,Evecase 13.3-Inch Ultra-Slim,Face Color,Factory Warranty,Family Line,Feature,Features,Features: Audio Product,Features: Electronic Display,Finger Print Reader,Fingerprint Reader,Flash Memory,Flash Memory Capacity,Flash Memory Size,Focus Modes,Form Factor,Form Factor Type,Frequency,Frequency Band(s),Front Camera/Webcam,Gender,Gr,Graphic Card,Graphic processing type,Graphics Card,Graphics Controller,Graphics Controller Manufacturer,Graphics Controller Model,Graphics Coprocessor,Graphics Memory Accessibility,Graphics Memory Capacity,Graphics Memory Technology,Graphics Processing Type,HDMI,HDTV,Hard Drive,Hard Drive Capacity,Hard Drive Interface,Hard Drive Rotational Speed,Hard Drive Size,Hard Drive__Capacity,Hardware Connectivity,Hardware Platform,Height,Host Interface,Hybrid Hard Drive Capacity,ISBN,Image Sensor,Included / Unit Damage,Includes,Input Type,Input Voltage,Input//Output Ports,Intel Processor Generation,Interchange Part Number,Internet Connectivity,Item,Item Dimensions,Item Dimensions L x W x H,Item Type: Electronics,Item Weight,Keyboard,Keyboard Layout,Keyboard Localization,LCD Display (In.),LCD Resolution,Laptop Packaging,MOUSE PAD PURCHASED FROM,MPN,MSRP,Manufacture Warranty,Manufacturer,Manufacturer Part Number,Manufacturer SKU,Manufacturer Warranty,Manufacturer warranty,Manufacturer's Warranty,Marque,Maximum Battery Run Time,Maximum Memory,Maximum Resolution,Media,Memory,Memory (RAM),Memory (RAM) Max,Memory (RAM) Type,Memory Capacity,Memory Card,Memory Card Supported,Memory Size,Memory Speed,Memory Technology,Memory Type,Memory Upgrade,Microphone Jack,Mode,Model,Model Number,Movement,Mémoire RAM,Network (RJ-45),Number of Cells,Number of Memory Slots,Number of Total Memory Slots,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Numerical Keypad,OS,Ohters,Operating,Operating System,Operating System Architecture,Operating System Edition,Operating System Platform,Optical Drive,Optical Drive Type,Optical Media Supported,Optical Storage,Other Part Number,Output Type,PN,PURCHASED AT FRY'S ELECTRONICS,Package Quantity,Packs,Part Brand,Pattern Name,Platform,Pointing Device,Pointing Device Type,Port,Ports,Ports:,Power Source,Primary Drive,Primary Drive or Optical Drive,Printer Compatibility,Processor,Processor Brand,Processor Cache Memory,Processor Configuration,Processor Core,Processor Core Type,Processor Cores,Processor Count,Processor Manufacturer,Processor Model,Processor Speed,Processor Speed (GHz),Processor Speed (per Core),Processor Threads,Processor TurboBoost Speed (GHz),Processor Type,Product Depth,Product Dimensions,Product Family,Product Height,Product Line,Product Model,Product Name,Product Series,Product Type,Product Weight,Product Width,Quantity,RAM,RAM (memory),RAM Memory,Random Access Memory (RAM),Release Year,Removable Media Compatibility,Removable Media Slot,Resolution,SKU,SSD (Solid State Flash Drive),Screen,Screen Resolution,Screen Size,Screen Type,Screen resolution,Screen type,ScreenSize,Seller Warranty,Seller Warranty Coverage,Serial #,Series,Shipping Weight,Size,Size Type,Software Included,Solid State Drive Capacity,Sound,Special Features,Standard Memory,Storage,Storage Capacity,Style,Support standard,System Memory,System Memory (RAM),System Ram,Système d'exploitation,Taille de l'écran,Targeted Audience,Title,Total Number of USB Ports,Touch Screen,TouchScreen,Touchscreen,Type,Type de processeur,UPC,URL,USB 3.0,USB Interface,USB Ports,Unit Quantity,Unit Type,VGA,Video,Video Memory,Video Port,Video Ports,Visual Playback File Format,Vitesse du processeur,WIRELESS MOUSE PURCHASED FROM,Warranty,Warranty - Labor,Warranty - Parts,Warranty Description,Web Cam,Webcam,Weight,Weight (Approximate),Weight (lbs.),Wi-Fi,Width,Wireless,Wireless Connectivity,Wireless LAN,Wireless LAN Standard,Wireless Mouse included,Wireless Network,Wireless Networking,Wireless Standard,Wireless Technology,Wireless Type,Year,brand new,dealEndTime,eSATA,image,item,itemId,model number,mpn,new,price,quick shipping,sellerFeedback,sleeve included,title
,,,,,,,,,,,,,,,,,,,,,,,,,Toshiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSPT4U02S00H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/Toshiba-Satellite-15-6-Touchscreen-Notebook-w-Intel-i7-12GB-RAM-1TB-HDD-/201533423176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-31T10:58:40.000Z,,http://i.ebayimg.com/00/s/NjUwWDY1MA==/z/dEEAAOSwJQdW~lcT/$_1.JPG?set_id=880000500F,,2.02E+11,,,,1009.24,,99.1,,"Toshiba Satellite 15.6"" Touchscreen Notebook w/ Intel i7, 12GB RAM, & 1TB HDD"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T6F44UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-EliteBook-840-G3-14-Notebook-w-Intel-i5-6200U-4GB-RAM-500GB-HDD-/201516735393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-03T10:43:34.000Z,,http://i.ebayimg.com/00/s/MzAwWDMwMA==/z/YiwAAOSwh-1W2uS3/$_1.JPG?set_id=8800004005,,2.02E+11,,,,1009.36,,99.1,,"HP EliteBook 840 G3 14"" Notebook w/ Intel i5-6200U, 4GB RAM, & 500GB HDD"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P0C24UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-EliteBook-745-G2-14-Notebook-w-AMD-A10-Pro-7350B-4GB-RAM-180GB-SSD-/201501805843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-11T07:17:06.000Z,,http://i.ebayimg.com/00/s/MzAwWDMwMA==/z/2pMAAOSwh-1W4rRb/$_1.JPG?set_id=8800004005,,2.02E+11,,,,1009.36,,99.1,,"HP EliteBook 745 G2 14"" Notebook w/ AMD A10 Pro-7350B, 4GB RAM, & 180GB SSD"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V1P77UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-ProBook-645-G2-14-Notebook-w-AMD-A10-8700B-8GB-RAM-256GB-SSD-/381576407459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T09:50:56.000Z,,http://i.ebayimg.com/00/s/MzAwWDMwMA==/z/iTIAAOSw1DtXJeAW/$_1.JPG?set_id=8800004005,,3.82E+11,,,,1009.36,,99.1,,"HP ProBook 645 G2 14"" Notebook w/ AMD A10-8700B, 8GB RAM, & 256GB SSD"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V1H16UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-EliteBook-850-G3-15-6-Notebook-w-Intel-i5-6200U-4GB-RAM-500GB-HDD-/381579754360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-24T09:54:24.000Z,,http://i.ebayimg.com/00/s/MzAwWDMwMA==/z/xHcAAOSwBnVW9Qrr/$_1.JPG?set_id=8800004005,,3.82E+11,,,,1009.36,,99.1,,"HP EliteBook 850 G3 15.6"" Notebook w/ Intel i5-6200U, 4GB RAM, & 500GB HDD"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3E13UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-Pro-x2-612-G1-12-5-Tablet-w-Intel-i3-4012Y-128GB-SSD-Windows-10-Pro-/201530160252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-25T23:43:36.000Z,,http://i.ebayimg.com/00/s/MzAwWDMwMA==/z/WQkAAOSwZQxW3t3S/$_1.JPG?set_id=8800004005,,2.02E+11,,,,1009.36,,99.1,,"HP Pro x2 612 G1 12.5"" Tablet w/ Intel i3-4012Y, 128GB SSD, & Windows 10 Pro"
,,,,,,,,,,,,,,,,,,,,,,,,,Hewlett-Packard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W0S18UTABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/HP-Elite-x2-1012-G1-Tablet-Travel-Keyboard-Intel-m3-8GB-RAM-128GB-SSD-/201570093260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-27T20:14:41.000Z,,http://i.ebayimg.com/00/s/MTAwMVgxMDAx/z/k0EAAOSwM0FXIR20/$_1.JPG?set_id=880000500F,,2.02E+11,,,,1009.36,,99.1,,"HP Elite x2 1012 G1 Tablet with Travel Keyboard - Intel m3, 8GB RAM, 128GB SSD"
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1039446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,http://www.ebay.com/itm/Lenovo-Ideapad-500-Laptop-Intel-Core-i7-2GB-Graphics-1080p-C1039446-/291712785193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-17T19:39:36.000Z,,"['http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/uSkAAOSws4JW7FrE/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/cEwAAOSwHgVW7FrE/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/IAsAAOSwr7ZW7FrE/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/cEIAAOSwHgVW7FrE/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/H~wAAOSwr7ZW7FrE/$_1.JPG?set_id=8800005007']",,2.92E+11,,,,1009.79,,99.7,,Lenovo Ideapad 500 Laptop | Intel Core i7 | 2GB Graphics | 1080p C1039446
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20CHS06600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89E+11,http://www.ebay.com/itm/Lenovo-Thinkpad-Helix-20CHS06600-11-6-Multi-Touch-LED-Intel-Core-M-5Y71-1-2-/222075127290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-04T16:19:11.000Z,,"['http://i.ebayimg.com/00/s/NDU0WDUwMA==/z/b0oAAOSwnTJXApaJ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/Mjg5WDUwMA==/z/0nMAAOSwAvJXApaJ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzMwWDUwMA==/z/RysAAOSwQgpXApaJ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/Mzk4WDUwMA==/z/OikAAOSwS7hXApaJ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzcwWDUwMA==/z/-iUAAOSw6wRXApaJ/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MjEwWDUwMA==/z/O0EAAOSwS7hXApaS/$_1.JPG?set_id=8800005007']",,2.22E+11,,,,1009.88,,100,,"Lenovo Thinkpad Helix 20CHS06600 (11.6 Multi-Touch LED, Intel Core M-5Y71 1.2..."
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20AWS18H00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89E+11,http://www.ebay.com/itm/Lenovo-Thinkpad-T440p-20AWS18H00-14-/162029036601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05T10:01:12.000Z,,"['http://i.ebayimg.com/00/s/MjgxWDUwMA==/z/o8wAAOSwsN9XA4zs/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NDg0WDUwMA==/z/eOEAAOSwtUtXA4zr/$_1.JPG?set_id=8800005007']",,1.62E+11,,,,1009.88,,100,,"Lenovo Thinkpad T440p 20AWS18H00 14"""
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20BUS2EY0B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.90E+11,http://www.ebay.com/itm/Lenovo-Thinkpad-T450-20BUS2EY0B-14-Ultrabook-i5-5300U-CPU-8GB-RAM-128GB-SSD-/162035207196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-11T15:40:22.000Z,,"['http://i.ebayimg.com/00/s/MjU3WDUwMA==/z/gnAAAOSw8RJXC8WH/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NTAwWDM4MQ==/z/hrEAAOSwGYVXC8WH/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzgyWDUwMA==/z/TgoAAOSwbwlXC8WH/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NDUyWDUwMA==/z/KnQAAOSwgApXC8WH/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NDM1WDUwMA==/z/wbYAAOSwsN9XC8WI/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/Mzg1WDUwMA==/z/hlcAAOSwZ8ZXC8WK/$_1.JPG?set_id=8800005007']",,1.62E+11,,,,1009.88,,100,,"Lenovo Thinkpad T450 20BUS2EY0B 14"" Ultrabook (i5-5300U CPU, 8GB RAM, 128GB SSD"
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20AW004FUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88E+11,http://www.ebay.com/itm/ThinkPad-T440p-20AW004FUS-14-LED-Notebook-Intel-Core-i5-i5-4300M-2-6GHz-/162028354672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-04T16:19:44.000Z,,http://i.ebayimg.com/00/s/MTUwMFgxNTAw/z/UhUAAOSwJQdXAplr/$_1.JPG?set_id=880000500F,,1.62E+11,,,,1009.89,,100,,"ThinkPad T440p 20AW004FUS 14"" LED Notebook - Intel - Core i5 i5-4300M 2.6GHz ..."
,,,,,,,,,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20CD00BDUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yoga,,,,,,,,,,,,,,Windows 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkPad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablet/Laptop Convertible,,8.88E+11,http://www.ebay.com/itm/Lenovo-ThinkPad-Yoga-20CD00BDUS-12-5-Inch-Convertible-2-1-Touchscreen-Ultr-/162037164715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-13T12:28:32.000Z,,"['http://i.ebayimg.com/00/s/NDMzWDUwMA==/z/NkgAAOSwcdBWREF-/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MzYxWDUwMA==/z/NlUAAOSwcdBWREF-/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MjgxWDUwMA==/z/tacAAOSwLzdWREF-/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MjgxWDUwMA==/z/Nm8AAOSwcdBWREF~/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MjgxWDUwMA==/z/ZikAAOSwlV9WREGA/$_1.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/NDYyWDUwMA==/z/ZycAAOSweuxWREGA/$_1.JPG?set_id=8800005007']",,1.62E+11,,,,1009.99,,100,,Lenovo ThinkPad Yoga 20CD00BDUS 12.5-Inch Convertible 2 in 1 Touchscreen Ultr...
,,,,,,,,,,,,,,,,,,,,,,,,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NX.MUXAA.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89E+11,http://www.ebay.com/itm/Acer-NX-MUXAA-001-Acer-Aspire-VN7-571G-719D-15-6-LED-In-plane-Switching-IPS-/181963859345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-14T18:05:57.000Z,,http://i.ebayimg.com/00/s/NTAwWDUwMA==/z/e0wAAOSwhkRWcahO/$_1.JPG?set_id=8800005007,,1.82E+11,,,,1009.99,,99.4,,"Acer NX.MUXAA.001 Acer Aspire VN7-571G-719D 15.6"" LED (In-plane Switching (IPS)"
,,,,,,,,,,,,,,,,,,,,,,,,,Toshiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,S55T-C5276,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel Core i7 5th Gen.,,,,,,,,,,,,,,,,,,,,,,,,,"15.6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notebook,,Does not apply,http://www.ebay.com/itm/NEW-Toshiba-S55T-C5276-15-6-Laptop-Intel-Core-i7-12GB-RAM-1TB-HD-Win-10-/252266157546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-24T14:52:51.000Z,,http://i.ebayimg.com/00/s/MTQzNlgxNjAw/z/rA4AAOSwMmBVtj1l/$_1.JPG?set_id=880000500F,,2.52E+11,,,,1009.99,,98.8,,"NEW! Toshiba S55T-C5276 15.6"" Laptop (Intel Core i7, 12GB RAM, 1TB HD, Win 10)"
,,,,,,,,,,,,,,,,,,,,,,,,,ASUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NVIDIA GeForce GTX 960M 2GB or 4GB GDDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G551VW,,,,,,,,,,,,,,,Up to 32GB DDR4 2133MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel Skylake Core i5-6300HQ or Core i7-6700HQ,,,,,G551VW,,,,,,,,,,,,,,,,,,,,"15.6"" Full HD (1920 x 1080) Matte LED Display",,,,,,,,,,,,,,,,,"One (1) 2.5"" Bay, up to 1TB 2.5"" SATA SSD",,,,,,,,,,,,,,,Notebook,,,http://www.ebay.com/itm/ASUS-ROG-GL551VW-15-6-FHD-SKYLAKE-Core-i7-i5-GTX-960M-Gaming-Laptop-CUSTOMIZE-/141913953656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-26T09:37:26.000Z,,"['http://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/Q9YAAOSw~oFXFnVm/$_57.JPG?set_id=8800005007', 'http://i.ebayimg.com/00/s/MTQ0M1gxNTAw/z/d~8AAOSwzgRW0Bjg/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTA5MlgxNTAw/z/wm8AAOSwKtVW0BmF/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTI4M1gxNTAw/z/Y9oAAOSwezVW0Bjo/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTE0MFgxNTAw/z/CTgAAOSwB4NW0Bjq/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/OTQxWDE1MDA=/z/jQMAAOSwuAVW0Bjv/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MTAyNFgxNTAw/z/CL0AAOSwB4NW0Bjl/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MzEzWDE1MDA=/z/nboAAOSwG-1W0Bjw/$_57.JPG?set_id=880000500F', 'http://i.ebayimg.com/00/s/MzMwWDE1MDA=/z/egkAAOSwzgRW0Bjy/$_57.JPG?set_id=880000500F']",,1.42E+11,,,,869,,99.3,,"ASUS ROG GL551VW 15.6"" FHD SKYLAKE Core i7 i5 GTX 960M Gaming Laptop CUSTOMIZE"
